ID,People,Country,Language,Religion,Indigenous,10/40 Window,PeopleID3,Rog3,Frontier,PopulationRange,% Adherents Source,% Christian Adherents ,Population,Workers Needed
18107NP,Silpkar (Hindu traditions),Nepal,Nepali,Hinduism,Yes,Yes,18107,NP,Y,1,0.00%,0.00%,59000,1
21775NP,Rajbansi Pali (Hindu traditions),Nepal,Rajbanshi,Hinduism,Yes,Yes,21775,NP,Y,1,0.00%,0.00%,1900,1
20750NP,Thulung,Nepal,Thulung,Hinduism,Yes,Yes,20750,NP,Y,1,0.00%,0.00%,3300,1
20777NP,Lohorung,Nepal,"Yamphu, Southern",Hinduism,Yes,Yes,20777,NP,Y,1,0.00%,0.00%,1200,1
17502PK,Machhi (Hindu traditions),Pakistan,Dhatki,Hinduism,Yes,Yes,17502,PK,Y,1,0.00%,0.00%,2200,1
22309PK,Sheenkhalai (Pashtun Hindki),Pakistan,"Pashto, Northern",Hinduism,Yes,Yes,22309,PK,Y,1,0.00%,0.00%,6700,1
17092PK,Karal (Hindu traditions),Pakistan,"Punjabi, Western",Hinduism,Yes,Yes,17092,PK,Y,1,0.00%,0.00%,200,1
19818PK,Jat Bajwa,Pakistan,"Punjabi, Western",Hinduism,Yes,Yes,19818,PK,Y,1,0.00%,0.00%,200,1
16396PK,Bhabra (Hindu traditions),Pakistan,"Punjabi, Western",Hinduism,Yes,Yes,16396,PK,Y,1,0.00%,0.00%,300,1
16339PK,Barwala (Hindu traditions),Pakistan,"Punjabi, Western",Hinduism,Yes,Yes,16339,PK,Y,1,0.00%,0.00%,800,1
17010PK,Jhinwar (Hindu traditions),Pakistan,"Punjabi, Western",Hinduism,Yes,Yes,17010,PK,Y,1,0.00%,0.00%,1600,1
21498PK,Sansi,Pakistan,Sansi,Hinduism,Yes,Yes,21498,PK,Y,1,0.00%,0.00%,400,1
16464PK,Bishnoi (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,16464,PK,Y,1,0.00%,0.00%,1400,1
16346PK,Bawaria (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,16346,PK,Y,1,0.00%,0.00%,1600,1
16676PK,Daroga (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,16676,PK,Y,1,0.00%,0.00%,1600,1
17445PK,Lakhera,Pakistan,Saraiki,Hinduism,Yes,Yes,17445,PK,Y,1,0.00%,0.00%,2100,1
17998PK,Saini (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,17998,PK,Y,1,0.00%,0.00%,2200,1
19861PK,Jat Gil (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,19861,PK,Y,1,0.00%,0.00%,2300,1
18019PK,Sansi (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,18019,PK,Y,1,0.00%,0.00%,2700,1
17345PK,Kutana,Pakistan,Saraiki,Hinduism,Yes,Yes,17345,PK,Y,1,0.00%,0.00%,3100,1
18247PK,Thori (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,18247,PK,Y,1,0.00%,0.00%,4300,1
17162PK,Khati (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,17162,PK,Y,1,0.00%,0.00%,4600,1
17982PK,Rathia (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,17982,PK,Y,1,0.00%,0.00%,5200,1
17407PK,Mahtam (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,17407,PK,Y,1,0.00%,0.00%,5700,1
16315PK,Banjara (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,16315,PK,Y,1,0.00%,0.00%,6300,1
18210PK,Tamboli (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,18210,PK,Y,1,0.00%,0.00%,6600,1
18259PK,Tarkhan (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,18259,PK,Y,1,0.00%,0.00%,10000,1
16239PK,Arora (Hindu traditions),Pakistan,Saraiki,Hinduism,Yes,Yes,16239,PK,Y,1,0.00%,0.00%,23000,1
21822PK,Yadav Ghosi,Pakistan,Sindhi,Hinduism,Yes,Yes,21822,PK,Y,1,0.00%,0.00%,1000,1
17127PK,Kachhia (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17127,PK,Y,1,0.00%,0.00%,1100,1
17334PK,Kurmi (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17334,PK,Y,1,0.00%,0.00%,1100,1
18085PK,Shemalia,Pakistan,Sindhi,Hinduism,Yes,Yes,18085,PK,Y,1,0.00%,0.00%,1100,1
19163PK,Ager (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,19163,PK,Y,1,0.00%,0.00%,1100,1
20381PK,Rajput Bhatti (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,20381,PK,Y,1,0.00%,0.00%,1100,1
21130PK,Darzi Namdev (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,21130,PK,Y,1,0.00%,0.00%,1100,1
16590PK,Chhipa (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16590,PK,Y,1,0.00%,0.00%,1200,1
19688PK,Bania Agarwal,Pakistan,Sindhi,Hinduism,Yes,Yes,19688,PK,Y,1,0.00%,0.00%,1200,1
16734PK,Domar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16734,PK,Y,1,0.00%,0.00%,1300,1
19929PK,Brahmin Audich,Pakistan,Sindhi,Hinduism,Yes,Yes,19929,PK,Y,1,0.00%,0.00%,1300,1
19959PK,Brahmin Mahratta,Pakistan,Sindhi,Hinduism,Yes,Yes,19959,PK,Y,1,0.00%,0.00%,1300,1
16309PK,Balai (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16309,PK,Y,1,0.00%,0.00%,1400,1
18039PK,Sathwara,Pakistan,Sindhi,Hinduism,Yes,Yes,18039,PK,Y,1,0.00%,0.00%,1400,1
18086PK,Shenva (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18086,PK,Y,1,0.00%,0.00%,1400,1
19788PK,Jat Dhillon (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,19788,PK,Y,1,0.00%,0.00%,1400,1
17463PK,Matang (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17463,PK,Y,1,0.00%,0.00%,1500,1
18001PK,Salat (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18001,PK,Y,1,0.00%,0.00%,1500,1
21296PK,Yadav Gola,Pakistan,Sindhi,Hinduism,Yes,Yes,21296,PK,Y,1,0.00%,0.00%,1500,1
18014PK,Sangar,Pakistan,Sindhi,Hinduism,Yes,Yes,18014,PK,Y,1,0.00%,0.00%,1600,1
18227PK,Turi Barot,Pakistan,Sindhi,Hinduism,Yes,Yes,18227,PK,Y,1,0.00%,0.00%,1600,1
19706PK,Bania Khedayata,Pakistan,Sindhi,Hinduism,Yes,Yes,19706,PK,Y,1,0.00%,0.00%,1600,1
19713PK,Bania Mahur,Pakistan,Sindhi,Hinduism,Yes,Yes,19713,PK,Y,1,0.00%,0.00%,1600,1
18273PK,Turi (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18273,PK,Y,1,0.00%,0.00%,1700,1
19975PK,Brahmin Sanadhya,Pakistan,Sindhi,Hinduism,Yes,Yes,19975,PK,Y,1,0.00%,0.00%,1800,1
16608PK,Chodhara,Pakistan,Sindhi,Hinduism,Yes,Yes,16608,PK,Y,1,0.00%,0.00%,1900,1
17129PK,Koli Dhor,Pakistan,Sindhi,Hinduism,Yes,Yes,17129,PK,Y,1,0.00%,0.00%,1900,1
19723PK,Bania Srimali,Pakistan,Sindhi,Hinduism,Yes,Yes,19723,PK,Y,1,0.00%,0.00%,2000,1
19839PK,Jat Gahlot,Pakistan,Sindhi,Hinduism,Yes,Yes,19839,PK,Y,1,0.00%,0.00%,2000,1
19785PK,Jat Dehia (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,19785,PK,Y,1,0.00%,0.00%,2200,1
16821PK,Ghanchi (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16821,PK,Y,1,0.00%,0.00%,2400,1
19943PK,Brahmin Gaur,Pakistan,Sindhi,Hinduism,Yes,Yes,19943,PK,Y,1,0.00%,0.00%,2500,1
19978PK,Brahmin Sawaria,Pakistan,Sindhi,Hinduism,Yes,Yes,19978,PK,Y,1,0.00%,0.00%,2600,1
16358PK,Bawa Dhed,Pakistan,Sindhi,Hinduism,Yes,Yes,16358,PK,Y,1,0.00%,0.00%,2800,1
17855PK,Patelia,Pakistan,Sindhi,Hinduism,Yes,Yes,17855,PK,Y,1,0.00%,0.00%,2900,1
16706PK,Dhanka,Pakistan,Sindhi,Hinduism,Yes,Yes,16706,PK,Y,1,0.00%,0.00%,3000,1
17554PK,Mahratta,Pakistan,Sindhi,Hinduism,Yes,Yes,17554,PK,Y,1,0.00%,0.00%,3100,1
20374PK,Rajput Bais (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,20374,PK,Y,1,0.00%,0.00%,3700,1
21180PK,Kunbi Anjna,Pakistan,Sindhi,Hinduism,Yes,Yes,21180,PK,Y,1,0.00%,0.00%,3700,1
17301PK,Khatik (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17301,PK,Y,1,0.00%,0.00%,3800,1
20442PK,Rajput Vaghela,Pakistan,Sindhi,Hinduism,Yes,Yes,20442,PK,Y,1,0.00%,0.00%,3900,1
21182PK,Kunbi Lewa,Pakistan,Sindhi,Hinduism,Yes,Yes,21182,PK,Y,1,0.00%,0.00%,4700,1
16523PK,Baria (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16523,PK,Y,1,0.00%,0.00%,4800,1
20012PK,Jat Sindhu (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,20012,PK,Y,1,0.00%,0.00%,4800,1
21299PK,Yadav Gualbans (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,21299,PK,Y,1,0.00%,0.00%,4900,1
21536PK,Rajput Jadeja,Pakistan,Sindhi,Hinduism,Yes,Yes,21536,PK,Y,1,0.00%,0.00%,4900,1
19901PK,Jat Sidhu (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,19901,PK,Y,1,0.00%,0.00%,5100,1
17531PK,Meo (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17531,PK,Y,1,0.00%,0.00%,5400,1
17786PK,Naikda,Pakistan,Sindhi,Hinduism,Yes,Yes,17786,PK,Y,1,0.00%,0.00%,5400,1
20421PK,Rajput Ponwar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,20421,PK,Y,1,0.00%,0.00%,5500,1
16365PK,Bedar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16365,PK,Y,1,0.00%,0.00%,5700,1
18229PK,Teli (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18229,PK,Y,1,0.00%,0.00%,5700,1
21159PK,Koli Patelia,Pakistan,Sindhi,Hinduism,Yes,Yes,21159,PK,Y,1,0.00%,0.00%,6500,1
16525PK,Bhansala,Pakistan,Sindhi,Hinduism,Yes,Yes,16525,PK,Y,1,0.00%,0.00%,7100,1
17405PK,Mahar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17405,PK,Y,1,0.00%,0.00%,7900,1
17921PK,Rabari (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17921,PK,Y,1,0.00%,0.00%,9400,1
16794PK,Garoda (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16794,PK,Y,1,0.00%,0.00%,10000,1
20386PK,Rajput Chauhan (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,20386,PK,Y,1,0.00%,0.00%,10000,1
16709PK,Dhobi (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16709,PK,Y,1,0.00%,0.00%,12000,1
18786PK,Mali (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18786,PK,Y,1,0.00%,0.00%,12000,1
21181PK,Kunbi Kadwa,Pakistan,Sindhi,Hinduism,Yes,Yes,21181,PK,Y,1,0.00%,0.00%,12000,1
16653PK,Dahur (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16653,PK,Y,1,0.00%,0.00%,14000,1
16878PK,Gujar,Pakistan,Sindhi,Hinduism,Yes,Yes,16878,PK,Y,1,0.00%,0.00%,14000,1
16673PK,Darzi (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16673,PK,Y,1,0.00%,0.00%,17000,1
17379PK,Lohar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17379,PK,Y,1,0.00%,0.00%,19000,1
17410PK,Mahyavanshi,Pakistan,Sindhi,Hinduism,Yes,Yes,17410,PK,Y,1,0.00%,0.00%,19000,1
17745PK,Nai (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,17745,PK,Y,1,0.00%,0.00%,20000,1
16297PK,Bairagi (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16297,PK,Y,1,0.00%,0.00%,21000,1
16332PK,Badhai (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16332,PK,Y,1,0.00%,0.00%,22000,1
16521PK,Brahmin,Pakistan,Sindhi,Hinduism,Yes,Yes,16521,PK,Y,1,0.00%,0.00%,23000,1
16406PK,Bhat (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16406,PK,Y,1,0.00%,0.00%,25000,1
18288PK,Vaddar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18288,PK,Y,1,0.00%,0.00%,27000,1
18150PK,Sonar (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,18150,PK,Y,1,0.00%,0.00%,30000,1
16318PK,Bania,Pakistan,Sindhi,Hinduism,Yes,Yes,16318,PK,Y,1,0.00%,0.00%,32000,1
16571PK,Charan (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16571,PK,Y,1,0.00%,0.00%,34000,1
16700PK,Dhangar Bharwad,Pakistan,Sindhi,Hinduism,Yes,Yes,16700,PK,Y,1,0.00%,0.00%,56000,1
17380PK,Lohana,Pakistan,Sindhi,Hinduism,Yes,Yes,17380,PK,Y,1,0.00%,0.00%,69000,1
16905BG,Halwai (Hindu traditions),Bangladesh,Bengali,Hinduism,Yes,Yes,16905,BG,Y,1,0.00%,0.00%,82000,2
17044BG,Kahar (Hindu traditions),Bangladesh,Bengali,Hinduism,Yes,Yes,17044,BG,Y,1,0.00%,0.00%,86000,2
18254BG,Tili,Bangladesh,Bengali,Hinduism,Yes,Yes,18254,BG,Y,1,0.00%,0.00%,88000,2
18018IN,Sankara,India,Bengali,Hinduism,Yes,Yes,18018,IN,Y,1,0.00%,0.00%,78000,2
17012IN,Jimdar,India,Bengali,Hinduism,Yes,Yes,17012,IN,Y,1,0.00%,0.00%,81000,2
16577IN,Chasadhobi,India,Bengali,Hinduism,Yes,Yes,16577,IN,Y,1,0.00%,0.00%,89000,2
16342IN,Batwal (Hindu traditions),India,Dogri,Hinduism,Yes,Yes,16342,IN,Y,1,0.00%,0.00%,82000,2
20213IN,Brahmin Gangadi,India,Garhwali,Hinduism,Yes,Yes,20213,IN,Y,1,0.00%,0.00%,75000,2
19715IN,Bania Modh,India,Gujarati,Hinduism,Yes,Yes,19715,IN,Y,1,0.00%,0.00%,75000,2
17294IN,Koli of Sind (Hindu traditions),India,Gujarati,Hinduism,Yes,Yes,17294,IN,Y,1,0.00%,0.00%,79000,2
19928IN,Brahmin Anavala,India,Gujarati,Hinduism,Yes,Yes,19928,IN,Y,1,0.00%,0.00%,84000,2
17768IN,Nayadi,India,Gujarati,Hinduism,Yes,Yes,17768,IN,Y,1,0.00%,0.00%,85000,2
19964IN,Brahmin Mewada,India,Gujarati,Hinduism,Yes,Yes,19964,IN,Y,1,0.00%,0.00%,98000,2
19936IN,Brahmin Daima,India,Hindi,Hinduism,Yes,Yes,19936,IN,Y,1,0.00%,0.00%,75000,2
17353IN,Laheri (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,17353,IN,Y,1,0.00%,0.00%,76000,2
17456IN,Markande,India,Hindi,Hinduism,Yes,Yes,17456,IN,Y,1,0.00%,0.00%,77000,2
20400IN,Rajput Janwar,India,Hindi,Hinduism,Yes,Yes,20400,IN,Y,1,0.00%,0.00%,77000,2
19839IN,Jat Gahlot (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,19839,IN,Y,1,0.00%,0.00%,78000,2
20014IN,Jat Sirohi,India,Hindi,Hinduism,Yes,Yes,20014,IN,Y,1,0.00%,0.00%,78000,2
21253IN,Sonar Mair,India,Hindi,Hinduism,Yes,Yes,21253,IN,Y,1,0.00%,0.00%,78000,2
20423IN,Rajput Raikwar,India,Hindi,Hinduism,Yes,Yes,20423,IN,Y,1,0.00%,0.00%,79000,2
17528IN,Mehar,India,Hindi,Hinduism,Yes,Yes,17528,IN,Y,1,0.00%,0.00%,80000,2
16273IN,Badhi (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,16273,IN,Y,1,0.00%,0.00%,81000,2
21195IN,Mali Bhagirathi,India,Hindi,Hinduism,Yes,Yes,21195,IN,Y,1,0.00%,0.00%,84000,2
18145IN,Soiri,India,Hindi,Hinduism,Yes,Yes,18145,IN,Y,1,0.00%,0.00%,85000,2
19815IN,Jat Ahlawat (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,19815,IN,Y,1,0.00%,0.00%,85000,2
20399IN,Rajput Janjua (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,20399,IN,Y,1,0.00%,0.00%,85000,2
20011IN,Jat Sheoran,India,Hindi,Hinduism,Yes,Yes,20011,IN,Y,1,0.00%,0.00%,86000,2
16299IN,Baiswar,India,Hindi,Hinduism,Yes,Yes,16299,IN,Y,1,0.00%,0.00%,87000,2
16891IN,Gawaria,India,Hindi,Hinduism,Yes,Yes,16891,IN,Y,1,0.00%,0.00%,89000,2
19968IN,Brahmin Palliwal,India,Hindi,Hinduism,Yes,Yes,19968,IN,Y,1,0.00%,0.00%,89000,2
16830IN,Ghusuria,India,Hindi,Hinduism,Yes,Yes,16830,IN,Y,1,0.00%,0.00%,91000,2
17961IN,Rehar,India,Hindi,Hinduism,Yes,Yes,17961,IN,Y,1,0.00%,0.00%,92000,2
19704IN,Bania Khandelwal,India,Hindi,Hinduism,Yes,Yes,19704,IN,Y,1,0.00%,0.00%,93000,2
20373IN,Rajput Bachhal (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,20373,IN,Y,1,0.00%,0.00%,93000,2
20429IN,Rajput Rawat,India,Hindi,Hinduism,Yes,Yes,20429,IN,Y,1,0.00%,0.00%,93000,2
20428IN,Rajput Rawa,India,Hindi,Hinduism,Yes,Yes,20428,IN,Y,1,0.00%,0.00%,94000,2
20417IN,Rajput Paik,India,Hindi,Hinduism,Yes,Yes,20417,IN,Y,1,0.00%,0.00%,95000,2
20007IN,Jat Pawania,India,Hindi,Hinduism,Yes,Yes,20007,IN,Y,1,0.00%,0.00%,98000,2
20211IN,Brahmin Bhagor,India,Hindi,Hinduism,Yes,Yes,20211,IN,Y,1,0.00%,0.00%,98000,2
19690IN,Bania Ajudhyabansi,India,Hindi,Hinduism,Yes,Yes,19690,IN,Y,1,0.00%,0.00%,99000,2
19877IN,Jat Jakhar (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,19877,IN,Y,1,0.00%,0.00%,99000,2
20383IN,Rajput Bundela,India,Hindi,Hinduism,Yes,Yes,20383,IN,Y,1,0.00%,0.00%,99000,2
17924IN,Raddi,India,Kannada,Hinduism,Yes,Yes,17924,IN,Y,1,0.00%,0.00%,76000,2
18008IN,Samagara,India,Kannada,Hinduism,Yes,Yes,18008,IN,Y,1,0.00%,0.00%,90000,2
21289IN,Viswakarma Panchal,India,Kannada,Hinduism,Yes,Yes,21289,IN,Y,1,0.00%,0.00%,93000,2
16870IN,Gondaru,India,Kannada,Hinduism,Yes,Yes,16870,IN,Y,1,0.00%,0.00%,97000,2
20412IN,Rajput Kumaoni Thakur,India,Kumaoni,Hinduism,Yes,Yes,20412,IN,Y,1,0.00%,0.00%,86000,2
18305IN,Velan,India,Malayalam,Hinduism,Yes,Yes,18305,IN,Y,1,0.00%,0.00%,86000,2
17867IN,Perumannan,India,Malayalam,Hinduism,Yes,Yes,17867,IN,Y,1,0.00%,0.00%,89000,2
18294IN,Valan,India,Malayalam,Hinduism,Yes,Yes,18294,IN,Y,1,0.00%,0.00%,91000,2
20217IN,Brahmin Nambudiri,India,Malayalam,Hinduism,Yes,Yes,20217,IN,Y,1,0.00%,0.00%,94000,2
19961IN,Brahmin Malvi,India,Malvi,Hinduism,Yes,Yes,19961,IN,Y,1,0.00%,0.00%,78000,2
17537IN,Mang Garudi,India,Marathi,Hinduism,Yes,Yes,17537,IN,Y,1,0.00%,0.00%,77000,2
20413IN,Rajput Mahratta (Hindu traditions),India,Marathi,Hinduism,Yes,Yes,20413,IN,Y,1,0.00%,0.00%,79000,2
19954IN,Brahmin Karhada,India,Marathi,Hinduism,Yes,Yes,19954,IN,Y,1,0.00%,0.00%,81000,2
21499IN,Teli Sahu,India,Marathi,Hinduism,Yes,Yes,21499,IN,Y,1,0.00%,0.00%,81000,2
17034IN,Kachari (Hindu traditions),India,Marathi,Hinduism,Yes,Yes,17034,IN,Y,1,0.00%,0.00%,83000,2
18244IN,Thakar,India,Marathi,Hinduism,Yes,Yes,18244,IN,Y,1,0.00%,0.00%,88000,2
19971IN,Brahmin Pushkarna,India,Marwari,Hinduism,Yes,Yes,19971,IN,Y,1,0.00%,0.00%,90000,2
19694IN,Bania Bijabargi,India,Marwari,Hinduism,Yes,Yes,19694,IN,Y,1,0.00%,0.00%,99000,2
19963IN,Brahmin Mastan,India,Odia,Hinduism,Yes,Yes,19963,IN,Y,1,0.00%,0.00%,81000,2
17105IN,Karnam,India,Odia,Hinduism,Yes,Yes,17105,IN,Y,1,0.00%,0.00%,83000,2
17408IN,Mahanta,India,Odia,Hinduism,Yes,Yes,17408,IN,Y,1,0.00%,0.00%,90000,2
17117IN,Kavara,India,Tamil,Hinduism,Yes,Yes,17117,IN,Y,1,0.00%,0.00%,77000,2
16694IN,Devendrakulathan,India,Tamil,Hinduism,Yes,Yes,16694,IN,Y,1,0.00%,0.00%,88000,2
16245IN,Arwa Mala,India,Tamil,Hinduism,Yes,Yes,16245,IN,Y,1,0.00%,0.00%,95000,2
21089IN,Balija Bogam,India,Telugu,Hinduism,Yes,Yes,21089,IN,Y,1,0.00%,0.00%,76000,2
19725IN,Bania Trivarnika Vaisya,India,Telugu,Hinduism,Yes,Yes,19725,IN,Y,1,0.00%,0.00%,80000,2
18069IN,Segidi,India,Telugu,Hinduism,Yes,Yes,18069,IN,Y,1,0.00%,0.00%,96000,2
16906IN,Hanabar,India,Tulu,Hinduism,Yes,Yes,16906,IN,Y,1,0.00%,0.00%,76000,2
21295NP,Yadav Gaoli,Nepal,Maithili,Hinduism,Yes,Yes,21295,NP,Y,1,0.00%,0.00%,79000,2
17264IN,"Koracha, caste",India,Kannada,Hinduism,Yes,Yes,17264,IN,Y,1,0.50%,0.01%,78000,2
16889IN,Gavara,India,Malayalam,Hinduism,Yes,Yes,16889,IN,Y,1,1.10%,0.01%,17000,1
18114IN,Sipi,India,Chambeali,Hinduism,Yes,Yes,18114,IN,Y,1,1.20%,0.01%,33000,1
17193IN,Kir (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,17193,IN,Y,1,1.30%,0.01%,73000,1
18776IN,Iruliga,India,Kannada,Hinduism,Yes,Yes,18776,IN,Y,1,1.40%,0.01%,14000,1
18182IN,Masan Jogi,India,Kannada,Hinduism,Yes,Yes,18182,IN,Y,1,1.50%,0.02%,32000,1
17833IN,Pangwala,India,Pangwali,Hinduism,Yes,Yes,17833,IN,Y,1,1.70%,0.02%,18000,1
18780IN,Kadu Kuruba,India,Kannada,Hinduism,Yes,Yes,18780,IN,Y,1,2.10%,0.02%,24000,1
17928BG,Rajput (Hindu traditions),Bangladesh,Bengali,Hinduism,Yes,Yes,17928,BG,Y,1,2.50%,0.03%,31000,1
18778IN,Jenu Kuruba,India,"Kurumba, Jennu",Hinduism,Yes,Yes,18778,IN,Y,1,2.50%,0.03%,47000,1
16500IN,Bhoksa,India,Buksa,Hinduism,Yes,Yes,16500,IN,Y,1,2.70%,0.03%,59000,1
21090IN,Balija Bolla,India,Telugu,Hinduism,Yes,Yes,21090,IN,Y,1,2.70%,0.03%,72000,1
16736IN,Dom (Dombara),India,Telugu,Hinduism,Yes,Yes,16736,IN,Y,1,2.70%,0.03%,74000,1
16187PK,Yadav (Hindu traditions),Pakistan,Sindhi,Hinduism,Yes,Yes,16187,PK,Y,1,2.70%,0.03%,29000,1
17391NP,Lunia (Hindu traditions),Nepal,Maithili,Hinduism,Yes,Yes,17391,NP,Y,1,2.80%,0.03%,68000,1
16893IN,Gowdulu,India,Kannada,Hinduism,Yes,Yes,16893,IN,Y,1,3.30%,0.03%,9100,1
17807IN,Padharia,India,Gujarati,Hinduism,Yes,Yes,17807,IN,Y,1,3.80%,0.04%,31000,1
17066IN,Kamar,India,Kamar,Hinduism,Yes,Yes,17066,IN,Y,1,3.80%,0.04%,31000,1
18249IN,"Thoti, tribal",India,Telugu,Hinduism,Yes,Yes,18249,IN,Y,1,3.90%,0.04%,5100,1
16487IN,Bangali (Hindu traditions),India,Hindi,Hinduism,Yes,Yes,16487,IN,Y,1,4.00%,0.04%,74000,1
21009IN,Bhil Aher,India,Marathi,Hinduism,Yes,Yes,21009,IN,Y,1,4.50%,0.05%,33000,1
21024IN,Gond Arakh,India,"Gondi, Northern",Hinduism,Yes,Yes,21024,IN,Y,1,4.60%,0.05%,43000,1
18774IN,Hasalaru,India,Tulu,Hinduism,Yes,Yes,18774,IN,Y,1,4.70%,0.05%,26000,1
16905NP,Halwai (Hindu traditions),Nepal,Maithili,Hinduism,Yes,Yes,16905,NP,Y,1,4.70%,0.05%,81000,2
18210NP,Tamboli (Hindu traditions),Nepal,Maithili,Hinduism,Yes,Yes,18210,NP,Y,1,4.90%,0.05%,78000,2
17281IN,Kotwal,India,Hindi,Hinduism,Yes,Yes,17281,IN,Y,1,5.00%,0.05%,99000,2
16998IN,Jaunsari,India,Jaunsari,Hinduism,Yes,Yes,16998,IN,Y,1,5.00%,0.05%,93000,2
17799IN,Omanatya,India,Odia,Hinduism,Yes,Yes,17799,IN,Y,1,5.10%,0.05%,31000,1
21488IN,Marata,India,Tulu,Hinduism,Yes,Yes,21488,IN,Y,1,5.20%,0.05%,87000,2
16425IN,Bhunjia,India,Bhunjia,Hinduism,Yes,Yes,16425,IN,Y,1,5.60%,0.06%,27000,1
21163IN,Korku Muwasi,India,Korku,Hinduism,Yes,Yes,21163,IN,Y,1,5.70%,0.06%,44000,1
16575IN,Chackaravar,India,Tamil,Hinduism,Yes,Yes,16575,IN,Y,1,6.00%,0.06%,33000,1
16602IN,Chitrakar (Hindu traditions),India,Marathi,Hinduism,Yes,Yes,16602,IN,Y,1,6.50%,0.07%,62000,1
16927IN,Hira,India,Assamese,Hinduism,Yes,Yes,16927,IN,Y,1,6.90%,0.07%,58000,1
17842IN,Pao,India,Hindi,Hinduism,Yes,Yes,17842,IN,Y,1,7.50%,0.08%,59000,1
18798IN,Soligaru,India,Kannada,Hinduism,Yes,Yes,18798,IN,Y,1,7.90%,0.08%,34000,1
16344IN,Bavcha,India,Gujarati,Hinduism,Yes,Yes,16344,IN,Y,1,8.40%,0.08%,4800,1
